SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
4931,SOVLSST12AB01838C2,623410,13 ans de caravaning,ARW040W1187FB51082,,,,Les Hurlements Dleo,0,334.13179,9,0.538,163.317,4,0.432,10 $ Bill,0
4932,SOKFBHX12A8AE466DB,135307,Mobstability,ARSE5NP1187B9B98AB,,Chicago IL,,Twista & The Speedknot Mobstaz,0,377.86077,8,0.383,121.957,4,1,Warm Embrace (LP Version),0
4933,SOTJXRK12AAF3B264E,787956,Where Are You,ARXWBOL11E2835E5BB,,,,Abbott & Chambers,0,434.15465,7,0.144,129.956,4,1,Where Are You,0
4934,SOHLSKT12A6D4F71B4,21616,Black Dots,AR7Y6JX1187FB4D9B3,,Washington D.C.,,Bad Brains,0,118.04689,11,0.571,135.415,4,0,At The Atlantis,1996
4935,SOLBAJZ12AB01840B0,505052,And Now...,ARW2IMH1187FB4791F,,,,The Revolutionary Ensemble,0,1253.92934,2,0.37,74.183,4,0.83,911-544,0
4936,SORMZSD12A6D4F736A,22786,The Best of Al DiMeola: The Manhattan Years,ARVJVFF1187B9B40D6,40.7174,Jersey City NJ,-74.04323,Al DiMeola,0,319.84281,1,0.312,206.101,4,0,July,1992
4937,SOOAHQO12A6D4FA507,286343,The Complete Recordings 1941-1947,ARSC6WR1187FB40B18,46.91008,Jamestown ND,-98.70853,Peggy Lee,0,185.0771,3,0.232,144.099,1,0.297,If You Build A Better Mousetrap,0
4938,SOQBIEB12AB0187D27,666014,Wild Frontier,AREVQ7D1187FB4371B,,California - LA,,Randy Stonehill,0,229.90322,2,0.836,121.437,4,1,Get Together - Album Version,0
4939,SOYEKDZ12A58A7EA4F,331311,Walk On By,ARB1LM61187FB4DDF4,38.57842,Spring Fork MO,-93.2393,Leroy Van Dyke,0,124.52526,0,0.796,163.942,1,0,If A Woman Answers,1962
4940,SOFTAZM12A8C141CD9,315020,Dora The Explorer,AR3KXHI1187FB3A8BF,,,,Dora The Explorer,0,32.1824,7,0.431,107.201,4,0.686,ABC (The Alphabet Song),0
4941,SOSVJKU12A8C142FFE,378580,The Trials Of Job,ARIOTFR1187B98F316,,United States,,Mykill Miers,0,252.94322,4,0.548,106.221,3,1,Knuckle Up,0
4942,SOWJALY12A6D4F837F,45175,Bluesbreakers With Eric Clapton - Deluxe Edition,ARJ9DSA1187B990E00,,,,John Mayall & The Bluesbreakers,0,214.69995,2,0.491,107.458,4,0.631,All Your Love,1966
4943,SONYFKQ12A58A7B29F,703170,Head Over Heels - Club Mixes,ARXALW01187FB4B466,40.71455,Wolcott CT,-74.00712,Sylvia Tosun,0,575.79057,8,0.328,127.968,4,0.673,Head Over Heels,2004
4944,SOOTWLE12AB018E20A,771844,RocknRoll is still alive ( Live in Hamburg ),ARHJJ771187FB5B581,51.59678,Harrow Middlesex England,-0.33556,Screaming Lord Sutch,0,231.44444,9,0.454,130.76,4,0.152,Son of Jack the Ripper,0
4945,SOBIOBC12A8C14074B,372663,Live In Boston,ARJZQ321187FB5AAA1,,,,Hound Dog Taylor and The Houserockers,0,335.28118,4,0.796,95.48,1,0,Rock Me Baby - Live,0
4946,SOUYFXA12A6D4F8482,54072,Eye To The Telescope / KT Tunstalls Acoustic Extravaganza,ARCJKV91187FB46210,,Scotland,,KT Tunstall,0,295.07873,7,0.963,137.806,1,0.283,Boo Hoo,2005
4947,SOANUME12A8C1368DF,300546,Aha Shake Heartbreak,ARF2EHS1187B994F4E,36.16778,Nashville Tennessee,-86.77836,Kings Of Leon,0,212.97587,4,0.702,85.855,4,0.429,Day Old Blues,2004
4948,SOHYDLL12AB0187493,710695,Las 2 Grandes Orquestas de Venezuela,ARVXXQD1257509E117,,,,La Billo_ Los Melí_dicos,0,195.29098,2,0.529,163.566,3,0.794,Para Que Recordar,0
4949,SOJIWWF12AB018404F,472566,Alien in My Own Home,ARGUMVS1241B9CBE9B,,,,Tony Mathews,0,281.80853,1,0.528,70.26,4,0.723,(Coming With) Loving on My Mind,0
4950,SOJWQRM12AB01847CE,664388,Final Oscillations,ARAH4TU1187FB51D28,38.62666,New York City (Salem IL - originally),-88.94561,Bill Laswell,0,381.30893,2,0.032,172.955,4,0.325,Digitaria,1996
4951,SOLHEQO12AB017DBCB,500856,Valentin Alsina,ARO0R521187B98A2D1,,,,2 Minutos,0,129.48853,1,0.247,146.275,1,0,Como Caramelo De Limí_n,1994
4952,SOISNCS12A58A78F33,273668,Deborahe Glasgow,ARJ7HBI1187B993719,,,,Deborahe Glasgow,0,390.32118,4,0.2,166.579,4,0.678,Give Me That Touch (The Touch Up Mix),0
4953,SOENIFL12A8C138231,291702,Bravehearted (Clean),ARS8DXZ1187B998AA3,,,,Bravehearts,0,209.03138,6,0.325,199.07,7,1,Sensations,2003
4954,SOWQAJL12A8C1418C9,84,The Universal Masters Collection,ARNE16X1187B9B2DEE,18.04552,St. Catherine Jamaica,-77.02659,Jimmy Cliff,0,301.71383,0,0.829,122.773,1,0,Lets Seize The Time,1973
4955,SOKANNU12AB0183D18,632755,A Journeys End,ARIF6IS1187B98FDEB,53.34376,Dublin Ireland,-6.24953,Primordial,0,508.3424,3,0.543,118.196,4,0.385,The Burning Season (Live),1998
4956,SOUEWVH12AB018B119,768012,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,ARW1WST1187FB384DA,,,,Jope Ruonansuu,0,175.41179,9,0.435,134.109,4,0,Tyí_nní_ kí_nnykkí_ hanuriin,2002
4957,SOMZLIQ12A8C13BA38,253582,Its Gonna Be Okay,ARAPLFD1187B98DABD,27.9758,Florida,-81.54106,Robin Fox,0,398.52363,8,0.478,135.993,4,0.293,Its Gonna Be Okay (Original Mix),0
4958,SOSPCBI12A58A7BF1E,68507,Selections For Friends,ARML3X41187FB35F2E,,,,Jason Mraz,0,336.43057,6,0.549,104.296,4,0.32,Did You Get My Message?  (Live From Shubas),2007
4959,SOABDSJ12A6D4F9065,43100,Love Is......,ARG1UAO1187FB55E50,,,,Sammi Cheng,0,248.2673,2,0.88,103.982,4,0.683,Liu Zi Zhen Yan,0
4960,SOBFWIT12A8AE4795E,139750,Ek-Dana,ARAA1VM1187B994013,,,,Daler Mehndi,0,245.49832,0,0.954,146.856,4,0.845,Teri Nau Ke Paune Teen,2000
4961,SOHJWNE12A8C14140B,123077,Ultimate Country Christmas,AR3DLBB1187B98F3DF,,Staunton VA,,The Statler Brothers,0,140.69506,0,0.811,99.66,5,0.757,White Christmas,1994
4962,SOCPYWK12AB01832C7,627001,Pop Pop / Canyon,ARXAHU31187B9B1520,51.50632,London,-0.12714,Vexd,0,365.03465,11,0.03,149.96,4,0,Canyon,2005
4963,SOUQKFN12A8C13DC40,164674,German Lugers,ARA7EEC1187FB4C392,49.01037,Karlsruhe Germany,8.4092,Snowgoons,0,212.32281,9,0.036,85.138,4,0.399,Real World,2007
4964,SOTUFIE12AAF3B3B7D,739881,For The Lions,ARPKATM1187B9B76E6,41.30711,New Haven CT,-72.92496,Hatebreed,0,141.50485,0,0.85,175.363,1,0.346,Supertouch/shitfit (Bad Brains),2009
4965,SOSWZAS12A8C143F3E,377293,Greatest Groups of the 50s,ARSG0RY1187B98E989,,CANADA - Ontario,,The Kings,0,191.21587,4,0,100.65,3,1,Who Do You Love,0
4966,SOOYWKG12AB018AFB5,685057,American Spirit,ARNLE621187B98ECB5,41.26069,Omaha NE,-95.93995,Mannheim Steamroller,0,285.6224,0,0.65,130.052,4,1,Battle Hymn Of The Republic,0
4967,SOHDSWD12A58A7AB28,554260,East To West,ARXYLFK1187B9B494D,,,,East To West,0,253.59628,0,0.69,139.992,4,0.26,As Long As I Know,0
4968,SOVYHTV12A6D4F8988,34366,Mein Job,ARGBG2T1187B9B1670,,,,Massive Tí_ne,0,239.33342,2,0.815,197.992,4,0,Notausgang (feat. TimXtreme),0
4969,SOKHRWE12A6D4F6BE7,79861,Direct Al Corazon,ARFYUX51187B9A7751,,,,Paquito Guzman,0,327.67955,11,0.25,176.113,4,0.277,Cuando Seolvida El Amor,0
4970,SORZYXM12A6D4F7F55,23172,Signs Of Life,ARMR44C1187FB433D2,,,,Penguin Cafí© Orchestra,0,275.12118,2,1,191.61,1,0,Horns Of The Bull,1987
4971,SOZQDRV12A8C133FB1,191758,Best Of,AREHK7O1187B9ADDD7,,J¥Ë_ping Sweden,,The Cardigans,0,211.35628,4,0.586,161.994,4,0.391,Rise & Shine,1994
4972,SOWOHFX12A8C138B5D,251120,Santa Loves to Boogie,AR0CDSK1187FB52ED6,,Paw Paw WV,,Asleep At The Wheel,0,180.50567,9,0.566,78.087,1,0,I Hate Christmas,2007
4973,SOADJND12A8C13BAE1,104838,Process Of Belief,AR46CAD1187FB4D84B,34.05349,Los Angeles Ca,-118.24532,Bad Religion,0,138.84036,9,0.495,140.202,4,0.502,The Lie,2002
4974,SORLKWU12A8C137F18,149290,The Great Polka Swindle,AR68V7Z1187B9A2FCA,51.16418,GERMANY,10.45415,Polkaholix,0,190.56281,9,0.375,144.001,4,0,Machopolka,2007
4975,SOMLRBT12AB0186071,357567,Penny Opus,ARVQ4QM1187B98AD95,33.52029,Birmingham AL,-86.8115,Hank Penny,0,127.99955,0,0.039,112.313,4,1,Peroxide Blond,0
4976,SOBTTGX12AB017EEE8,406415,The Spy Who Loved Me (Soundtrack),AR0PUK71187B9AC3C0,40.71455,New York NY,-74.00712,Marvin Hamlisch,0,209.34485,6,0.499,92.87,4,0.579,Ride To Atlantis,1977
4977,SOEONAT12A8AE48F90,186124,Ember To Inferno,ARJBWQI1187B9B17D1,,Orlando FL,,Trivium,0,360.75057,6,0.821,105.54,4,0.473,The Deceived,2004
4978,SOEWIDM12AB0188F52,569125,Bach: Organ Works Vol.2,ARN8NCB1187FB49652,46.20835,Geneva Switzerland,6.1427,Lionel Rogg,0,171.72853,0,0.755,87.735,1,0,Fantasia In C Major BWV 570,0
4979,SODEIVI12A8C13266D,216244,Saturdays = Youth,ARB6OGR1187FB4D43D,43.58015,Antibes France,7.12123,M83,0,219.24526,7,0.446,96.047,7,0.841,You Appearing,2008
4980,SOCXYGU12A6D4F834D,40071,The Clarion Call,ARKV9PA1187B9A6963,51.51262,Yiewsley London England,-0.47261,The Birds,0,162.66404,5,0.658,139.811,4,0,No Good Without You,2001
4981,SOPSELZ12AB0189D0E,420109,Number One Girl,ARHCERP1187B9912A5,,,,Glen Washington,0,226.21995,4,0.274,155.036,4,0.213,Sitting In The Park (Medley),0
4982,SOINKBE12AB018770B,798321,Unstoppable Riddim,ARTWPGO1187FB52DC3,,Kingston Jamaica,,Elephant Man,0,232.95955,1,0.332,122.189,3,1,informa,0
4983,SODRPTB12A8C144BB7,479116,Das letzte Gefecht/Live,ARI2G3D1187B98D8A0,,,,Extrabreit,0,248.86812,5,0.695,138.517,4,0.781,Fí_r mich solls rote Rosen regnen,1993
4984,SOHCWLZ12AB018781C,358182,Pink World,AR8ZCNI1187B9A069B,,,,Planet P Project,0,74.762,7,0.112,117.815,3,1,A Boy Who Cant Talk Part 2,1984
4985,SOQSXAT12A6D4F5760,37505,S.O.S.,ARIQZ2V1187B98E546,,,,A-Studio,0,421.27628,0,0.211,127.307,4,1,S.O.S.,0
4986,SOAOOXO12AF72A787F,305795,In Your Honour,AR6XPWV1187B9ADAEB,,Seattle WA,,Foo Fighters,0,313.10322,5,0.216,110.742,4,0.693,Still,2005
4987,SOCJHKC12AB0188F03,818106,Retro Years,ARPHH7Z1187B9B6A3A,,Sona-Bata Zaire,,Franco,0,217.86077,4,0.658,149.985,4,0.148,On and on,0
4988,SOZVTZB12A58A7AEE4,22583,Vixen,AR3PDNJ1187B9AF3F0,,California - LA,,Vixen,0,259.60444,11,0.323,124.67,4,0.509,American Dream,1988
4989,SOBUSAT12AAF3B3A7A,384036,Jake Head Boogie,ARIGKCK1187FB5C99B,,Centerville TX,,Lightnin Hopkins,0,70.53016,8,0.009,94.807,3,0.797,Everyday I Have The Blues,1999
4990,SOPMGXS12A8C133199,197974,Collectors Edition,AR86QIW1187B9AD8F0,32.31928,Tyler AL,-86.89775,Clarence Fountain,0,312.08444,9,0.829,122.18,3,0.656,Beams Of Heaven,0
4991,SOGPMDO12A58A7E070,600648,Hear Our Prayers O Lord,AREWQSE1187B9AEC6C,32.58507,Mississippi,-89.87374,The Jackson Southernaires,0,212.40118,9,0.256,65.675,3,0.835,Leave You In The Hands,0
4992,SOTELUQ12A6D4F7CFD,27698,Hard To Earn,ARDSWIE1187FB39056,,Boston Massachusettes,,Gang Starr,0,218.38322,2,0.161,91.399,4,1,Mostly Tha Voice (Explicit),1994
4993,SORMORE12A8C133DCA,146604,Flee,AR695PK1187B996E35,54.6904,West Hartlepool England,-1.2323,The Jeremy Spencer Band,0,327.05261,10,0.579,135.013,1,0,Sunshine (Album Version),0
4994,SOYECRB12A6D4F4BE0,28908,Molokai,ARWJHW61187B98FA8E,-4.03479,Kasai Zaire,21.75627,Papa Wemba,0,293.53751,7,0.887,92.379,3,0.989,Bakwetu,1998
4995,SOLWMEJ12AC961829F,692305,II,ARZIHDF11F4C847D1C,,,,Caniche Hara-Kiri,0,178.15465,1,0.637,131.946,3,0.157,Frigide,0
4996,SOAVGKZ12A81C1FD16,275520,Dejame Entrar,ARLAWDD1187FB48367,, ,,Carlos Vives,0,213.41995,8,0.676,88.772,3,0.934,Decimas,0
4997,SOVGAZH12A8C140274,307454,Tougher Than Leather,ARX9YIP1187B98A656,,,,RUN-DMC,0,185.23383,6,0.163,124.993,4,0.299,Miss Elaine,1988
4998,SOCHDNX12A67ADA90D,16681,Harlem World *Cancelled*,ARS2W231187B99EDEC,,,,Mase,0,242.93832,3,0.076,93.871,4,1,What You Want [feat. Total] (Album Version),0
4999,SOLPAYF12A58A7F024,85958,Something Got Me Started: Live In Cuba,AR198711187B9AD09F,,ÛÁngiltere,,Simply Red,0,253.43955,7,0.742,105.468,3,0.757,A Song For You (Live),0
5000,SOKYVJB12A8C13E23C,164097,Best Of Bodeans : Slash & Burn,ARKL75U1187FB5B8B6,43.01437,Waukesha WI,-88.23546,BoDeans,0,284.76036,2,0.742,120.277,4,1,You Dont Get Much,1989
5001,SOLIGUP12AC9073063,693183,Global Gathering 2008,AROU5DG1187FB562B5,,,,Shapeshifters,0,467.43465,11,0.785,131.996,4,0,Chime,2008
5002,SOMYRRN12A3F1EA18C,142144,Cycle de lerance,ARQKBSH1187B9B4B99,,,,Francis Dhomont,0,540.49914,1,0.45,154.045,3,0.494,Chiaroscuro,0
5003,SOELHME12A8C145C19,613074,U.S. Tour 72,ARZCNRW11F50C4A630,,,,Groundhogs,0,601.3122,7,0.203,153.656,1,0,Split Part One,0
5004,SOSNABG12A6D4F7521,38873,No te apartes de mi,ARNNHLN1187FB42912,29.07904,Hermosillo Sonora Mexico,-110.94695,Yahir,0,253.28281,2,0.468,95.993,5,0.918,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe),0
5005,SOEURME12AC3DF81F5,603118,Outtakes and Demos 1975 -  2003,ARZIKR01187B98DF08,,,,Joe Grushecky,0,257.95873,2,0.249,124.858,4,0.383,Cracking Under Pressure 83,0
5006,SOIZNGJ12AC4689C61,732051,Misturados,ARROTQN1187B98FAF0,,,,Cristina Pato - Mutenrohi,0,331.88526,11,0.705,128.785,4,0,Bag íç lame,0
5007,SOCYTLD12CF546325E,283426,J.Lo,AR7C6G11187B9B4C1E,,The Bronx New York,,Jennifer Lopez,0,247.77098,5,0.448,132.731,4,0.58,We Gotta Talk,2001
5008,SORYPZH12AB0186EDE,584447,The Swoll Package,AR7TB3P1187B98E2AE,,,,Capital Tax,0,262.79138,10,0.324,105.995,4,1,Givin It Back,0
5009,SOEVOMG12AC4688558,605561,Obsession,AR78ZID1187B9B31ED,18.11526,Jamaica,-77.27348,Mikey Dread,0,152.00608,6,0.442,159.659,4,0.153,Livin in the Jungle,0
5010,SOISFRK12A6D4F573D,37491,DECEMBERUNDERGROUND,AR2FAMK1187FB4CF60,,Ukiah CA,,AFI,0,328.72444,4,0.093,113.471,5,0.576,Affliction,2006
5011,SOAWVZG12A8C1443A5,611922,Lí_ricas,ARVLIVA1187B991590,,,,Zeca Baleiro,0,195.00363,7,0.556,66.49,4,0.734,Proibida Pra Mim (Grazon),2000
5012,SOJDOWV12A58A77C06,53613,Are You With Me?,ARMYKRB1187B98CFF0,,,,Cowboy Mouth,0,197.90322,6,0.082,153.968,4,0,Jenny Says,0
5013,SOWIHGX12AB017D6EA,340648,Irish Folk Favourites,ARKNICM1187B9B9CE5,,,,Mick Moloney,0,32.91383,7,0.047,195.44,1,0,Bodhríçn Solo,0
5014,SOEHBWL12A6D4F95D1,37103,30 Grandes Exitos,ARPCDZM1187B996876,42.18419,Massachusetts,-71.71818,Dyango,0,197.642,3,0.645,99.946,1,0.596,Todo Tiene Su Fin,0
5015,SOZTGFX12AB0181283,395388,Channel 10,AR60ZZX1187FB52E29,,New York NY [Queens],,Capone-N-Noreaga,0,217.41669,5,0,157.665,4,0.454,Beef,2009
5016,SOUZXYV12A8C13CADA,542091,Vuosikirja 1976 - 50 hittií_,ARIUQZL1187FB4303B,,,,Erkki Junkkarinen,0,218.93179,4,0.694,164.769,3,1,Nuoruusmuistoja,2002
5017,SOJMWVB12A8C14216A,473068,Ahmea,ARWD6SL1187B9B5D31,,,,Flutlicht,0,513.56689,8,0.258,140.997,4,0.287,Ahmea,2000
5018,SOYWFOK12AB0187CC0,505308,The Horrible Plans Of Flex Busterman,AR4NTMG1187B9B5C17,,,,Patric C,0,236.82567,7,0.043,153.978,4,1,Find The Office,0
5019,SODDIDB12A8AE463BD,236595,Spiritual Garden,AR6AGJV1187FB504BA,,Toyohashi Japan,,Kitaro,0,410.06975,7,0.03,126.339,4,0.329,Quasar,2006
5020,SOBRJMH12AB018B853,673803,The Best of Tommy Overstreet,AREB9421187FB458EF,35.472,Oklahoma City OK,-97.52033,Tommy Overstreet,0,169.22077,5,0.669,93.72,4,0.38,If I Miss You Again Tonight,0
5021,SOKVWHI12AB018B0AA,819713,Lintegrale,ARXRMXD12086C1309C,46.71067,FRANCE,1.71819,Jean-michel Rotin,0,177.91955,0,0.221,121.987,4,1,Swing,0
5022,SOVGXVD12A58A7D23B,640908,Graffiti,ARXOTQH1187FB57084,,Fairfax California,,Chris Brown,0,182.22975,2,0.689,66.696,3,0.982,I Love U,0
5023,SOHKXRA12AB017CB5C,326830,Collection,ARLZ6BF1187FB3DD6A,,Casablanca Morocco,,Alain Souchon,0,231.31383,5,0.187,103.414,7,0.378,Le Bagad De Lann Bihoue,0
5024,SOAAQAB12A8AE4769F,186364,Bummed,ARPATQ21187B9ACAFC,53.4796,Manchester England,-2.24881,Happy Mondays,0,342.59546,10,0,101.831,4,0.097,"Wrote For Luck (12 - Remastered version)""",1988
5025,SORLCKK12A58A7BAB4,148146,Love Life,ARUUXNF1187B98FB36,,,,Charlie Peacock,0,291.21261,1,0.413,100.862,4,0.95,After Lovin You (Love Life Album Version),1991
5026,SOPOKGS12AB01823C0,371428,Drouz,ARGSOPB1241B9CBB58,,,,Drouz,0,286.98077,0,0.372,85.187,3,0.665,Turn Me Around,0
5027,SOBFXZB12A8C1357BB,260850,Dawg Call (Who Let the Dawgs Out),AR21K7Q1187FB3D248,,,,12 Gauge,0,185.28608,1,0.238,85.078,5,1,Dawg Call (Acappella),0
5028,SOEZPZF12AC468E07F,746212,Komplett durch,ARLKMZE1269FB37388,,,,Die Bandbreite,0,289.38404,8,0.044,90.889,4,0.514,Try to live,0
5029,SODMROH12A8C13677E,90438,Night At The Museum,ARFFDZU1187FB50682,40.71455,New York NY,-74.00712,Alan Silvestri,0,81.50159,0,0.377,84.615,1,0.921,Full House,2006
5030,SOJSJTR12AB0188131,681230,God Bless Tiny Tim: The Complete Reprise Studio Masters... And More,ARPBNLO1187FB3D52F,40.71455,New York NY,-74.00712,Tiny Tim,0,177.00526,10,0.571,105.85,4,0,Stay Down Here Where You Belong,1968
5031,SOCRYER12A6701CD40,10168,Neighborhood Watch,AR0CANF1187B9AF35F,34.05349,Los Angeles California,-118.24532,Dilated Peoples,0,236.59057,11,0.662,88.176,4,0.622,World On Wheels,2004
5032,SOQMDJS12A8C138341,162827,Betty,AR0IVSA1187FB4F069,40.71455,New York,-74.00712,Helmet,0,220.31628,7,0.024,144.447,4,0.709,Tic,1994
5033,SOPTWAH12AB017F9CE,405866,Volontany,ARQ0JU31187B99B2B5,,,,Rajery,0,219.48036,4,0.475,132.666,5,0.909,Mahafinaritra,2005
5034,SOYQHTY12AC95F048D,785343,Die frí_hen Jahre,AR64H7U1187B990997,,,,Steinwolke,0,409.88689,7,0.038,83.697,4,1,Erinnerung an die Meseta,0
5035,SOQQUFP12AB0189123,661537,Hoop of Flame,ARAHILU122988FD7D1,37.77916,California - SF,-122.42005,Mind Furniture,0,221.04771,2,0.73,84.57,5,0.198,Hoop of Flame (III. Between Two Worlds),0
5036,SOWVZEP12A6D4F7441,85163,Dil Kare,AR0V0SR1187B99DDB4,,,,Sukhbir,0,339.87873,0,0.113,180.025,4,0.103,Balle Balle,0
5037,SOVDYQP12AB01824EC,439748,Fly,AR11YQ81187FB3C654,,Austin TX,,Dixie Chicks,0,201.16853,2,0.634,153.447,1,0,Hole In My Head,1999
5038,SOZZEXN12AB0184E54,711692,Wunderland (plus Bonustracks),ARJJYQS1187B996882,,,,Pyrolator,0,180.24444,4,0.281,90.248,5,0.437,Passage To Melilla,2005
5039,SOYXIXE12AB018388E,331330,Tie A Yellow Ribbon,ARV88461187FB427C5,,,,Johnny Carver,0,169.27302,9,0.8,163.081,4,0.213,Goodtime Charlies Got The Blues,0
5040,SOYRTWG12A8C142BC1,477767,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,ARTBFV61187FB3C250,34.05349,Los Angeles CA,-118.24532,Johnny Horton,0,132.23138,7,0.623,179.49,1,0,The Woman I Need (Honky Tonk Mind),2000
5041,SOAXYAX12A6D4FE44D,128106,The Curse,ARMOHN71187FB3959F,33.6671,Orange County CA,-117.76505,Atreyu,0,74.34404,10,0.268,90.625,4,0.399,Blood Children (an Introduction) (Album Version),2004
5042,SOKAQXL12AB0183208,405866,Volontany,ARQ0JU31187B99B2B5,,,,Rajery,0,294.24281,4,0.378,153.922,5,1,Mihodina ny tany,0
5043,SOIFUXC12AB0182A9B,531645,Before The L.O.X.,ARQHJLT11F50C4C101,41.51776,Connecticut,-72.75753,Bomb Squad,0,115.69587,8,0.382,175.708,7,0.703,Never Be (Bonus Track),0
5044,SOHMNPP12A58A7AE4B,23447,Long Black Train,ARKZ13R1187FB54FEE,,,,Josh Turner,0,207.93424,0,0.553,87.029,3,0.332,What It Aint,0
5045,SOFUODO12A8C1403E6,308407,The Complete Blue Horizon Sessions,AR243ZT1187B9A98D2,32.29869,Jackson MS,-90.18049,Otis Spann,0,318.22322,2,0.337,114.241,1,0,Someday Baby,1995
5046,SOTINEI12A6D4FB826,49911,Tundra,AR9E0A21187B989609,,,,Anneli Drecker,0,262.50404,8,0.052,120.196,4,0,Fire Alarm,0
5047,SOKFHZG12AB0183FE5,634063,Bssst.....Tisincina!,ARH312K1187FB3F1D4,,,,Beogradski Sindikat,0,298.68363,5,0.67,190.042,4,0.237,Plejersko ponasanje,0
5048,SOJBPQJ12A8AE4738C,279413,Cartel,AR3DCWS1187B9A4416,41.88415,CHICAGO US,-87.63241,Cartel,0,234.1873,0,0.496,151.956,4,0.854,Georgia,0
5049,SORAUDM12AB0181656,624882,The Four Kings Of Blues Guitar,ARRT66G1187FB3DDF9,,Gilmer TX,,Freddie King,0,332.45995,2,1,159.869,4,0.809,Key To The Highway,1971
5050,SOYYSKP12A67021A9E,13924,A Little Deeper,AR21YNH1187FB49649,51.50632,London,-0.12714,Ms. Dynamite,0,56.13669,9,0.626,112.991,3,0.768,Natural High (Interlude),2002
5051,SOITUZS12A8C13A99C,299148,CEst Ca Lavoine,ARDINVM1187B98A6C1,48.69173,Longjumeau France,2.29005,Marc Lavoine,0,203.15383,9,0.596,116.646,4,0,Je Nai Plus Rien A Te Donner,0
5052,SOTXDHW12AB017DDDB,621409,All I Want,AR19JS91187B98CB66,,,,Captain Hollywood Project,0,372.27057,9,0.61,109.85,4,0.792,All I Want,1993
5053,SOSAQJT12A6D4F69EC,24753,A Man from Duck Run/The Country Side of Roy Rogers,ARHK7A51187FB411D8,40.58751,Redding CA,-122.39293,Roy Rogers,0,138.762,11,0.692,193.626,4,0.66,I Never Picked Cotton,0
5054,SOTZRZI12AB0188F32,772759,Heart Over Mind,AR059HI1187B9A14D7,33.74831,Atlanta GA,-84.39111,Roy Drusky,0,130.53342,0,0.746,140.26,3,0.78,Worried Mind,0
5055,SOYWNKL12A58A7A694,90459,Diversions,ARBXODO1241B9C6C6F,,,,Ismael Dueí±as,0,533.34159,8,0.282,96.779,1,0,Strange meeting,0
5056,SOYHHDK12AB0188098,680370,A Lesson in Rock,ARZJKZR1187FB3EFC2,32.38012,Montgomery AL,-86.30063,Big Mama Thornton with Kansas Bill and his Orchestra,0,169.84771,3,0.405,148.907,1,0,Hound Dog,1953
5057,SOLMECR12AB018B776,757389,The Quiet Hour,AREZWC61187FB52DCF,29.76045,Houston TX,-95.36978,Johnny Nash,0,187.0624,3,0.607,86.128,1,0.753,I See God,0
5058,SOMTYGS12AB017F66E,331290,Satin Sheets,ARKPDFV1187B99804D,33.58608,Pell City AL,-86.28641,Jeanne Pruett,0,193.01832,2,0.867,113.384,4,0.287,Love Me,1973
5059,SOOERNA12A8C136691,291300,Inside Wants Out,ARZENOX1187B98A645,,Calcutta India,,John Mayer,0,301.13914,5,0.503,167.489,3,1,Comfortable,0
5060,SOSZPEW12AB018287A,535176,Street Scriptures,AROGHQQ1187B9890E3,,,,Mil featuring Memphis Bleek,0,265.29914,0,0.378,211.987,3,0.552,Street Sh***,0
5061,SOZHSPI12A8C1339E6,189558,She Watched The Sky,ARN6M7I1187FB4DEAF,37.27188,California,-119.27023,A Skylit Drive,0,88.86812,0,0.016,139.238,4,0.089,Ability To Create A War,2007
5062,SOGFXIK12A6D4F615B,238761,Canada Songs,ARMEYJD1187B9A4522,41.82387,Providence RI,-71.41199,Daughters,0,52.11383,9,0.275,80.992,1,0,Pants_ Meet Shit,2003
5063,SONPVFL12A81C22ADA,131071,Bobby Darin Sings Ray Charles,ARD0FN11187B9B25CD,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,0,203.57179,1,0.621,66.232,3,0.864,Drown In My Own Tears (LP Version),0
5064,SOMDTUH12AC4687D93,599821,Meditations In The Spirit,ARAPI451187B9B6E6F,35.472,Oklahoma City OK,-97.52033,John Michael Talbot,0,170.44853,2,1,101.905,1,0.015,Fan Into Flame,0
5065,SOWXNPJ12AB0185A17,349295,Prince With 94 Easts You Can Be My Teacher,AR1GW0U1187B9B29FD,44.97903,Minneapolis MN,-93.26493,Prince With 94 East,0,364.5122,4,0.496,85.006,3,0.746,Dance To The Music Of The World - Original Re-Mix (Practice Session),0
5066,SOHZWYA12AB018307C,558296,Hot Rod,ARQQSZK1187B99F854,,,,Fiasko,0,403.19955,10,0.133,126.031,4,0.528,Hot Rod,0
5067,SOFHRVN12A8C13F587,220156,Causing A Catastrophe (Live),AR82QSN1187FB41EC9,,,,Flickerstick,0,280.89424,1,0.282,168.099,4,0.852,Coke (Live),0
5068,SONTOBA12AC4689054,743937,Malina.Org.azm.ru,ARXK4ZA1187B99753A,43.8814,Viareggio Italy,10.23522,Malina,0,232.04526,1,1,98.663,1,0.865,Druzya,0
